,text,target,title
892,"


 >   most of their leaders are stupid, and/or not independent, and/or




It's not relevant whether I agree with you or not, there is some reasonable
thought in what you say here an I appreciate your point. However, I would make 2
remarks: 

 - you forgot about hate, and this is not only at government level.
 - It's not only 'arab' governments.

Now, about taugh talk and arrogance, we are adults, aren't we ? Do you listen 
to tough talk of american politicians ? or switch  the channel ? 
I would rather be 'intimidated' by some dummy 'talking tough' then by a 
bomb ready to blow under my seat in B747.

",17,talk.politics.mideast
10310,"Does anyone have a schedule of Kol Israel broadcasts in different
languages that could be posted or e-mailed to me. Your
assistance would be greatly appreciated",17,talk.politics.mideast
7352,"Are you people sure his posts are being forwarded to his system operator???
Who is forwarding them???

Is there a similar file being kept on Mr. Omran???

Salam,

John Absood",17,talk.politics.mideast
503,"

Dr. Goebels thought that a lie repeated enough times could finally 
be believed. I have been observing that 'Poly' has been practicing 
Goebels' rule quite loyally. 'Poly's audience is mostly made of Greeks 
who are not allowed to listen to Turkish news. However, in today's 
informed world Greek propagandists can only fool themselves. For 
instance, those who lived in 1974 will remember the TV news they 
watched and the newspapers they read and the younger generation can 
read the American newspapers of July and August 1974 to find out what 
really happened. 

There are in Turkiye the Greek Hospital, The Greek Girls' Lycee 
Alumni Association, the Principo Islands Greek Benevolent Society, 
the Greek Medical Foundation, the Principo Greek Orphanage Foundation, 
the Yovakimion Greek Girls' Lycee Foundation, and the Fener Greek 
Men's Lycee Foundation.  

As for Greece, the longstanding use of the adjective 'Turkish' 
in titles and on signboards is prohibited. The Greek courts 
have ordered the closure of the Turkish Teachers' Association, 
the Komotini Turkish Youth Association and the Ksanti 
Turkish Association on grounds that there are no Turks
in Western Thrace. Such community associations had been 
active until 1984. But they were first told to remove
the word 'Turkish' on their buildings and on their official
papers and then eventually close down. This is also the 
final verdict (November 4, 1987) of the Greek High Court.

In the city of Komotini, a former Greek Parliamentarian of Turkish
parentage, was sentenced recently to 18 months of imprisonment
with no right to appeal, just for saying outloud that he was
of Turkish descent. This duly-elected ethnic Turkish official
was also deprived of his political rights for a period of three 
years. Each one of these barbaric acts seems to be none other than 
a vehicle, used by the Greek governments, to cover-up their inferiority 
complex they display, vis-a-vis, the people of Turkiye. 

The Agreement on the Exchange of Minorities uses the term 'Turks,' 
which demonstrates what is actually meant by the previous reference 
to 'Muslims.' The fact that the Greek governments also mention the 
existence of a few thousand non-Turkish Muslims does not change the 
essential reality that there lives in Western Thrace a much bigger 
Turkish minority. The 'Pomaks' are also a Muslim people, whom all the 
three nations (Bulgarians, Turks, and Greeks) consider as part of 
themselves. Do you know how the Muslim Turkish minority was organized 
according to the agreements? Poor 'Poly.'

It also proves that the Turkish people are trapped in Greece 
and the Greek people are free to settle anywhere in the world.
The Greek authorities deny even the existence of a Turkish
minority. They pursue the same denial in connection with 
the Macedonians of Greece. Talk about oppression. In addition,
in 1980 the 'democratic' Greek Parliament passed Law No. 1091,
virtually taking over the administration of the vakiflar and
other charitable trusts. They have ceased to be self-supporting
religious and cultural entities. Talk about fascism. The Greek 
governments are attempting to appoint the muftus, irrespective
of the will of the Turkish minority, as state official. Although
the Orthodox Church has full authority in similar matters in
Greece, the Muslim Turkish minority will have no say in electing
its religious leaders. Talk about democracy.

The government of Greece has recently destroyed an Islamic 
convention in Komotini. Such destruction, which reflects an 
attitude against the Muslim Turkish cultural heritage, is a 
violation of the Lausanne Convention as well as the 'so-called' 
Greek Constitution, which is supposed to guarantee the protection 
of historical monuments. 

The government of Greece, on the other hand, is building new 
churches in remote villages as a complementary step toward 
Hellenizing the region.

And you pondered. Sidiropoulos, the president of the Macedonian Human 
Rights Committee, became the latest victim of a tactic long used by 
the Greeks to silence critics of policies of forced assimilation 
of the Macedonian minority. A forestry official by occupation, 
Sidiropoulos has been sent to 'internal exile' on the island of 
Kefalonia, hundreds of kilometers away from his native Florina. 
His employer, the Florina City Council, asked him to depart in 
24 hours. The Greek authorities are trying to punish him for his 
involvement in Copenhagen. He returned to Florina by his own choice 
and remains without a job. 

Helsinki Watch, a well-known Human Rights group, had been investigating 
the plight of the Turkish Minority in Greece. In August 1990, their 
findings were published in a report titled 

 'Destroying Ethnic Identity: Turks of Greece.'

The report confirmed gross violations of the Human Rights of the 
Turkish minority by the Greek authorities. It says for instance, 
the Greek government recently destroyed an Islamic convent in 
Komotini. Such destruction, which reflects an attitude against 
the Muslim Turkish cultural heritage, is a violation of the 
Lausanne Convention. 

The Turkish cemeteries in the village of Vafeika and in Pinarlik
were attacked, and tombstones were broken. The cemetery in
Karotas was razed by bulldozers.

Shall I go on? Why not? The people of Turkiye are not going 
to take human rights lessons from the Greek Government. The 
discussion of human rights violations in Greece does not 
stop at the Greek frontier. In several following articles 
I shall dwell on and expose the Greek treatment of Turks
in Western Thrace and the Aegean Macedonians.

It has been reported that the Greek Cypriot administration 
has an intense desire for arms and that Greece has made 
plans to supply it with the tanks and armored vehicles it 
has to destroy in accordance with the agreement reached on 
conventional arms reductions in Europe. Meanwhile, Greek 
and Greek Cypriot officials are reported to have planned 
to take ostentatious measures aimed at camouflaging the 
transfer of these tanks and armored vehicles to southern 
Cyprus, a process that will conflict with the spirit of 
the agreement on conventional arms reduction in Europe.

An acceptable method may certainly be found when there
is a will. But we know of various kinds of violent
behaviors ranging from physical attacks to the burning
of buildings. The rugs at the Amfia village mosque were 
dragged out to the front of the building and burnt there. 
Shots were fired on the mosque in the village of Aryana.

Now wait, there is more.

  'Greek Atrocities in the Vilayet of Smyrna (May to July 1919), Inedited
  Documents and Evidence of English and French Officers,' Published by
  The Permanent Bureau of the Turkish Congress at Lausanne, Lausanne,
  Imprimerie Petter, Giesser & Held, Caroline, 5 (1919).

  pages 82-83:

<< 1. The train going from Denizli to Smyrna was stopped at Ephesus
   and the 90 Turkish travellers, men and women who were in it ordered
   to descend. And there in the open street, under the eyes of their
   husbands, fathers and brothers, the women without distinction of age
   were violated, and then all the travellers were massacred. Amongst
   the latter the Lieutenant Salih Effendi, a native of Tripoli, and a
   captain whose name is not known, and to whom the Hellenic authorities
   had given safe conduct, were killed with specially atrocious tortures.

   2. Before the battle, the wife of the lawyer Enver Bey coming from
   her garden was maltreated by Greek soldiers, she was even stript
   of her garments and her servant Assie was violated.

   3. The two tax gatherers Mustapha and Ali Effendi were killed in the
   following manner: Their arms were bound behind their backs with wire
   and their heads were battered and burst open with blows from the butt
   end of a gun.

   4. During the firing of the town, eleven children, six little girls
   and five boys, fleeing from the flames, were stopped by Greek soldiers
   in the Ramazan Pacha quarter, and thrown into a burning Jewish house
   near bridge, where they were burnt alive. This fact is confirmed on oath
   by the retired commandant Hussein Hussni Effendi who saw it.

   5. The clock-maker Ahmed Effendi and his son Sadi were arrested and
   dragged out of their shop. The son had his eyes put out and was then
   killed in the court of the Greek Church, but Ahmed Effendi has been
   no more heard of.

   6. At the market, during the fire, two unknown people were wounded
   by bayonets, then bound together, thrown into the fire and burnt alive.

   The Greeks killed also many Jews. These are the names of some:

  Moussa Malki, shoemaker          killed
  Bohor Levy, tailor               killed
  Bohor Israel, cobbler            killed
  Isaac Calvo, shoemaker           killed
  David Aroguete                   killed
  Moussa Lerosse                   killed
  Gioia Katan                      killed
  Meryem Malki                     killed
  Soultan Gharib                   killed
  Isaac Sabah                      wounded
  Moche Fahmi                      wounded
  David Sabah                      wounded
  Moise Bensignor                  killed
  Sarah Bendi                      killed
  Jacob Jaffe                      wounded
  Aslan Halegna                    wounded....>>

Serdar Argic",17,talk.politics.mideast
899,"

Thank you, Brad/Ali, for warning us about the dangers of propaganda.
It's funny, though, coming from you.


Who is it that executes these ""pin-point attacks"" on Israelis?  The
guys in the white hats or the ones in the black hats?  Neither?  You
mean that they are just civilians, farmers, teachers, school children?
Well, maybe they ARE terrorists, after all?  And maybe that
""propaganda"" was correct, too?  Hmm?
",17,talk.politics.mideast
981,"

Very simple.

""X-Soviet Armenian government must pay for their crime of genocide 
 against 2.5 million Muslims by admitting to the crime and making 
 reparations to the Turks and Kurds.""

After all, your criminal grandparents exterminated 2.5 million Muslim
people between 1914 and 1920.


<C5yyBt.5zo@news.cso.uiuc.edu>
hovig@uxa.cso.uiuc.edu (Hovig Heghinian)


You must be a new 'Arromdian'. You are counting on ASALA/SDPA/ARF 
crooks and criminals to prove something for you? No wonder you are in 
such a mess. That criminal idiot and 'its' forged/non-existent junk has 
already been trashed out by Mutlu, Cosar, Akgun, Uludamar, Akman, Oflazer 
and hundreds of people. Moreover, ASALA/SDPA/ARF criminals are responsible 
for the massacre of the Turkish people that also prevent them from entering 
Turkiye and TRNC. SDPA has yet to renounce its charter which specifically 
calls for the second genocide of the Turkish people. This racist, barbarian 
and criminal view has been touted by the fascist x-Soviet Armenian government 
as merely a step on the road to said genocide. 

Now where shall I begin?

#From: ahmet@eecg.toronto.edu (Parlakbilek Ahmet)
#Subject: YALANCI, LIAR : DAVIDIAN
#Keywords: Davidian, the biggest liar
#Message-ID: <1991Jan10.122057.11613@jarvis.csri.toronto.edu>

Following is the article that Davidian claims that Hasan Mutlu is a liar:






[some parts are deleted]




				- - -




Receiving this message, I checked the reference, L.Kuper,""Genocide..."" and
what I have found was totally consistent with what Davidian said.The book
was like ""voice of Armenian revolutionists"" and although I read the whole book,
I could not find the original quota.
But there was one more thing to check:The original posting of Mutlu.I found 
the original article of Mutlu.It is as follows:



     ======================================================================
    ======

QUATO IS THE SAME, REFERENCE IS DIFFERENT !

DAVIDIAN LIED AGAIN, AND THIS TIME HE CHANGED THE ORIGINAL POSTING OF MUTLU
JUST TO ACCUSE HIM TO BE A LIAR.

Davidian, thank you for writing the page number correctly...

You are the biggest liar I have ever seen.This example showed me that tomorrow
you can lie again, and you may try to make me a liar this time.So I decided
not to read your articles and not to write answers to you.I also advise
all the netters to do the same.We can not prevent your lies, but at least
we may save time by not dealing with your lies.

And for the following line:

I also return all the insults you wrote about Mutlu to you.
I hope you will be drowned in your lies.

Ahmet PARLAKBILEK

#From: vd8@cunixb.cc.columbia.edu (Vedat  Dogan)
#Message-ID: <1993Apr8.233029.29094@news.columbia.edu>

 
n>crap posted by Mr. [(*]!
 
 o boy!   
 
 Please, can you tell us why those quotes are ""crap""?..because you do not 
 like them!!!...because they really exist...why?
 
 As I said in my previous posting, those quotes exactly exist in the source 
 given by Serdar Argic .. 
  
 You couldn't reject it...
 
 
 Here we go again..
 In the book I have, both the front page and the Author's preface give 
 the same year: 1923 and 15 January, 1923, respectively!
 (Anyone can check it at her/his library,if not, I can send you the copies of
 pages, please ask by sct) 
 
 
I really don't care what year it was first published(1923 or 1924)
What I care about is what the book writes about murders, tortures,et..in
the given quotes by Serdar Argic, and your denial of these quotes..and your
groundless accussations, etc. 
 
[...]
 
 
 I claim I have a book in my hand published in 1923(first publication)
 and it exactly has the same quoted info as the book published
 in 1934(Serdar Argic's Reference) has..You couldn't reject it..but, now you
 are avoiding the real issues by twisting around..
 
 Let's see how you lie!..(from 'non-existing' quotes to re-publication)
 
 First you said there was no such a quote in the given reference..You
 called Serdar Argic a liar!..
 I said to you, NO, MR.Davidian, there exactly existed such a quote...
 (I even gave the call number, page numbers..you could't reject it.)
 
 And now, you are lying again and talking about ""modified,re-published book""
(without any proof :how, when, where, by whom, etc..)..
 (by the way, how is it possible to re-publish the book in 1923 if it was
  first published in 1924(your claim).I am sure that you have some 'pretty 
  well suited theories', as usual)
 
 And I am ready to send the copies of the necessary pages to anybody who
 wants to compare the fact and Mr.Davidian's lies...I also give the call number
 and page numbers again for the library use, which are:  
                 949.6 R 198
   
  and the page numbers to verify the quotes:218 and 215
              
     
 
 
 Now, are you claiming that there can't be such a reference by saying ""it is
 not possible..."" ..If not, what is your point?
 
 Differences in the number of pages?
 Mine was published in 1923..Serdar Argic's was in 1934..
 No need to use the same book size and the same letter 
 charachter in both publications,etc, etc.. does it give you an idea!!
 
 The issue was not the number of pages the book has..or the year
 first published.. 
 And you tried to hide the whole point..
 the point is that both books have the exactly the same quotes about
 how moslems are killed, tortured,etc by Armenians..and those quotes given 
 by Serdar Argic exist!! 
 It was the issue, wasn't-it?  
 
 you were not able to object it...Does it bother you anyway? 
 
 You name all these tortures and murders (by Armenians) as a ""crap""..
 People who think like you are among the main reasons why the World still
 has so many ""craps"" in the 1993. 
 
 Any question?
 

<C5wwqA.9wL@news.cso.uiuc.edu>
hovig@uxa.cso.uiuc.edu (Hovig Heghinian)


Well, apparently we have another son of Dro 'the Butcher' to contend with. 
You should indeed be happy to know that you rekindled a huge discussion on
distortions propagated by several of your contemporaries. If you feel 
that you can simply act as an Armenian governmental crony in this forum 
you will be sadly mistaken and duly embarrassed. This is not a lecture to 
another historical revisionist and a genocide apologist, but a fact.

I will dissect article-by-article, paragraph-by-paragraph, line-by-line, 
lie-by-lie, revision-by-revision, written by those on this net, who plan 
to 'prove' that the Armenian genocide of 2.5 million Turks and Kurds is 
nothing less than a classic un-redressed genocide. We are neither in 
x-Soviet Union, nor in some similar ultra-nationalist fascist dictatorship, 
that employs the dictates of Hitler to quell domestic unrest. Also, feel 
free to distribute all responses to your nearest ASALA/SDPA/ARF terrorists,
the Armenian pseudo-scholars, or to those affiliated with the Armenian
criminal organizations.

Armenian government got away with the genocide of 2.5 million Turkish men,
women and children and is enjoying the fruits of that genocide. You, and 
those like you, will not get away with the genocide's cover-up.

Not a chance.

Serdar Argic",17,talk.politics.mideast
6722,"It seems to me that you are the one who is supposed to do some reading. I think
that our major difference in opinion is on the legitimacy of Sevres. First, thattreaty was signed by the Ottoman Empire therefore legally it does not bind the 
Republic of Turkey. The new independence movement (which by the way, is not the same as the Young Turks) naturally rejected it out of hand. to say that we 
should accept because the Germans did theirs is absurd. We saw what the cosequences of such harsh treaties were in Hitler. Second, the Sevres treaty was even 
worse than Versailles. It divided the Ottoman Empire in to several influence 
zones, had the capital occupied, the economy under Allied control, the army di
minished to nothing but a police force, in short a country in name only. I'd
wonder if you would like to live under such conditions. And for the record, I donot feel sorry for the soldiers killed in IZMIR harbour. Before evacuating the 
city, the Greek forces burned it down, so it serves them right.
As for being fooled by Allied promises, that too is your fault. You did not come to Anatolia just to enforce Sevres but to take part in the plunder  as well.
K. Burak Ucer",17,talk.politics.mideast
6836,"
Since one is also unlikely to get ""the truth"" from either Arab or 
Palestinian news outlets, where do we go to ""understand"", to learn? 
Is one form of propoganda more reliable than another? The only way 
to determine that is to try and get beyond the writer's ""political
agenda"", whether it is ""on"" or ""against"" our *side*.

Tim ",17,talk.politics.mideast
7222,"

This newsgroup is for intelligent discussion.  I want you to either smarten
up and stop this bullshit posting or get the fuck out of my face and this
net.

   Steve

-- ",17,talk.politics.mideast
9325,"The Orders for the Turkish Extermination of the Armenians #17
    To the children of genocide: ""Send them away into the Desert""

This is part of a continuing series of articles containing official Turkish 
wartime (WW1) governmental telegrams, in translation, entailing the orders 
for the extermination of the Armenian people in Turkey. Generally, these
telegrams were issued by the Turkish Minister of the Interior, Talaat Pasha,
for example, we have the following set regarding children:

	""To the Government of Aleppo.

	 November 5, 1915. We are informed that the little ones belonging to
	 the Armenians from Sivas, Mamuret-ul-Aziz, Diarbekir and Erzeroum
	 [hundreds of km distance from Aleppo] are adopted by certain Moslem
	 families and received as servants when they are left alone through
	 the death of their parents. We inform you that you are to collect
	 all such children in your province and send them to the places of
	 deportation, and also to give the necessary orders regarding this to
	 the people.

				Minister of the Interior,

						Talaat"" [1]

	""To the Government of Aleppo.

	 September 21, 1915. There is no need for an orphanage. It is not the
	 time to give way to sentiment and feed the orphans, prolonging their
	 lives. Send them away to the desert and inform us.

				Minister of the Interior,
						Talaat"" [2]

	""To the General Committee for settling and deportees.

	 November 26, 1915. There were more than four hundred children in the
	 orphanage. They will be added to the caravans and sent to their
	 places of exile.

	 				Abdullahad Nuri. [3]


	""To the Government of Aleppo.

	 January 15, 1916. We hear that certain orphanages which have been
	 opened receive also the children of the Armenians. Whether this is
	 done through the ignorance of our real purpose, or through contempt
	 of it, the Government will regard the feeding of such children or
	 any attempt to prolong their lives as an act entirely opposed to it
	 purpose, since it considers the survival of these children as
	 detrimental. I recommend that such children shall not be received
	 into the orphanages, and no attempts are to be made to establish
	 special orphanages for them.

				Minister of the Interior,

						Talaat."" [4]

	""To the Government of Aleppo.


	 Collect and keep only those orphans who cannot remember the tortures
	 to which their parents have been subjected. Send the rest away with
	 the caravans.

				Minister of the Interior,

						Talaat"" [5]

	""From the Ministry of the Interior to the Government of Aleppo.

	 At a time when there are thousands of Moslem refugees and the widows
	 of Shekid [fallen soldiers] are in need of food and protection, it is
	 not expedient to incur extra expenses by feeding the children left by
	 Armenians, who will serve no purpose except that of giving trouble
	 in the future. It is necessary that these children should be turned
	 out of your vilayet and sent with the caravans to the place of
	 deportation. Those that have been kept till now are also to be sent
	 away, in compliance with our previous orders, to Sivas.

				Minister of the Interior,

						Talaat"" [6]

In 1926, Halide Edip (a pioneer Turkish nationalist) wrote in her memoirs
about a conversation with Talaat Pasha, verifying and ""rationalizing"" this
ultra-national fascist anti-Armenian mentality, the following:

	""I have the conviction that as long as a nation does the best for
	 its own interest, and succeeds, the world admires it and thinks
	 it moral. I am ready to die for what I have done, and I know I
	 shall die for it."" [7]


These telegrams were entered as unquestioned evidence during the 1923 trial of
Talaat Pasha's, assassin, Soghomon Tehlerian. The Turkish government never
questioned these ""death march orders"" until 1986, during a time when the world
was again reminded of the genocide of the Armenians.

For reasons known to those who study the psychology of genocide denial, the
Turkish government and their supporters in crime deny that such orders were
ever issued, and further claim that these telegrams were forgeries based on a
study by S. Orel and S. Yuca of the Turkish Historical Society.

If one were to examine the sample ""authentic text"" provided in the Turkish 
Historical Society study and use their same forgery test on that sample, it 
too would be a forgery!. In fact, if any of the tests delineated by the 
Turkish Historical Society are performed an any piece of Ottoman Turkish or 
Persian/Arabic script, one finds that anything handwritten in such language is
a forgery. 

Today, the body of Talaat Pasha lies in a tomb on Liberty Hill, Istanbul,
Turkey, just next to the Yildiz University campus. The body of this genocide 
architect was returned to Turkey from Germany during WW2 when Turkey was in a 
heightened state of proto-fascism. Recently, this monument has served as a
focal point for anti-Armenianism in Turkey.

This monument represents the epitome of the Turkish government's pathological
denial of a clear historical event and is an insult to a people whose only
crime was to be born Armenian.

			- - - references - - -

[1] _The Memoirs of Naim Bey_, Aram Andonian, 1919, pages 59-60

[2] ibid, page 60

[3] ibid, page 60

[4] ibid, page 61

[5] ibid, page 61

[6] ibid, page 62

[7] _Memoirs of Halide Edip_, Halide Edip, The Century Press, New York (and
    London), 1926, page 387

",17,talk.politics.mideast
3337,"Is this group for real? I honestly can't believe that most of you expect you
or your concerns to be taken remotely seriously if you behave this way in a
forum for discussion. Doesn't it ever occur to those of you who write letters
like the majority of those in this group that you're being mind-bogglingly
hypocritical?
",17,talk.politics.mideast
7217,"Avi,
   For your information, Islam permits freedom of religion - there is
no compulsion in religion.  Does Judaism permit freedom of religion
(i.e. are non-Jews recognized in Judaism).  Just wondering.",17,talk.politics.mideast
9336,"	All humans suffered emotionally, some Jews and many
others suffered physically. It is sad that people like you are
so blinded by emotions that they can't see the facts. Thanks
for calling me names, it only assures me of what kind of
ignorant people I am dealing with. I included your letter since
I thought it demonstrated my point more than anything I could
write. 
",17,talk.politics.mideast
1362,"

The problem if  transffering US government files about Yigal Arens
and some other similar persons does or does not violate a federal
or a local American law seemed to belong to some local american law
forum  not to this forum.
The readers of this forum seemed to be more interested in the contents
of those files.
So It will be nice if Yigal will tell us:
1. Why do American authorities consider Yigal Arens to be dangerous?
2. Why does the ADL have an interest in that person ?
3. If one does trust either the US government or the ADL what an
   additional information should he send them ?
",17,talk.politics.mideast
10725,"Hamza answers one of my articles:

[TO] If indeed Israeli soldiers killed a ""Hamas Mujahid"" with an anti-tank
[TO] missile then I'm almost sure that the ""terrorist zionists"" would not
[TO] have been able to cut up a body which was probably desintegrated by the
[TO] missile.

[Hamza] maybe the missile didn't hit directly such that his body
[Hamza] gets ""desintegrated.""  of course, destroying 10 houses to
[Hamza] kill someone is not a surgical operation, or is it?

Well done Hamza. You edited my answer to Anas Omran, took everything out
of context and then replied to it the way you wanted.
Now I really understand why the peace process is not making any progress.

You guys ain't listening, just babbling away to your same old rhetoric.",17,talk.politics.mideast
10868,"Source: ""Men Are Like That"" by Leonard Ramsden Hartill. The Bobbs-Merrill
Company, Indianapolis (1926). (305 pages). 
(Memoirs of an Armenian officer who participated in the genocide of 2.5 
 million Muslim people)


p. 19 (first paragraph)

""The Tartar section of the town no longer existed, except as a pile of
 ruins. It had been destroyed and its inhabitants slaughtered. The same 
 fate befell the Tartar section of Khankandi.""

p. 130 (third paragraph)

""The city was a scene of confusion and terror. During the early days of 
 the war, when the Russian troops invaded Turkey, large numbers of the 
 Turkish population abandoned their homes and fled before the Russian 
 advance.""

p. 181 (first paragraph)

""The Tartar villages were in ruins.""


Serdar Argic",17,talk.politics.mideast
5174,"Many of you ask me whether I approve of severe human rights
violations by Arab States becuse I focus on Israeli human rights
violations.

Let's make things clear: My opposition to H.R. violations in Arab
States is total and without qualification. No Arab State is and can
claim to be democratic. No Arab state claims to be democratic.

I am born in Palestine (now Israel). I have family there. The lack of
peace and utter injustice in my home country has affected me all my life.
I am concerned by Palestine (Israel) because I want peace to come to
it. Peace AND justice. 

If anybody has legitimate claims towards Arab states, he should present
his claims and ask for support. Jews who left Arab states are fully 
entitled to make claims and should do so, if they consider their case has
a merit. It is their basic right to return to these countries, if they
wish. If not, they should not complain and compare themselves to the
Palestinians who have been struggling for the right of return since
Israel was established and whose right is upheld by the United Nations
quasi totally. If Jews feel discriminated in Arab countries, they have a
legitimate claim that any decent person can and should support. 

Human rights violations by Arab States don't justify, legitimate nor
are the cause for Israeli breaches of international law and human rioghts.
Israeli breaches stem from the Zionist concept, which can only be
implemented by negating basic rights to Palestinians. 

Israeli trights and Palestinian rights are not symmetrical. The first
party has a state and the other has none. The first is an occupier and
the second the occupied. For any meaningful relationship to emerge, some
symmetry must be established. As long as Israelis and Jews don't realise
the necessity of a change of perspective towards the Palestinian people
and as long as Israelis and Jews don't want to exorcise their own
past towards the Palestinians (the Naqba of 1948, etc.) and refuse to
acknowledge that the creation of Israel was dependent upon the removal
of most Palestinian Arabs, there will be no base for a real trust.

When I read the first time the list of the 383 Arab villages
destroyed by the State of Israel in and after 1948, I got a shock. 
I hope others will be touched by this discovery and think about the
meaning of such massive destruction and destitution.",17,talk.politics.mideast
5715,"Subject: Re: NETTEKI BUTUN VATANSEVERLERE DUYURU....

ca (Suat Kiniklioglu) [a.k.a. Kubilay Kultigin] continues...

[KK] BUTUN NETTEKI ARKADASLARA DUYURU....
[KK]
[KK] (SIYASI PLATFORMUN HANGI ""TARAFINDA OLURSANIZ OLUN"")
[KK] 
[KK] BUGUNLERDE BU NETTE OLSUN, TALK.POLITICS.MIDEAST VE TALK.POLITICS.
[KK] SOVIET'TE OLSUN OLAGAN DAN FAZLA VE ""ETKIN"" ERMENI VE YUNAN
[KK] POSTINGLERI YAZILMAKTADIR. BU YAZILARIN COGU GUNCEL KARABAG
[KK] KIBRIS VE BOSNA KONULARINDA YOGUNLASMAKTADIR. BURADAN HAREKETLE
[KK] ""HEPIMIZIN"" BIRAZ DAHA AKTIF OLMASI VE ""USENMEYIP"" CEVAP YAZMASI
[KK] OLDUKCA FAYDALI OLACAKTIR.
[KK]
[KK] EVET, HERKESIN ISI GUCU VAR...AKADEMIK YILIN YOGUN BIR DONEMI
[KK] FAKAT MEYDANI BOS BIRAKMAMANIN VE ULKEMIZIN CIKARLARINI ""IDEOLOJIK
[KK] PLATFORMDA"" GOZETMENIN DE SORUMLULUGU VAR...
[KK]
[KK] YARINLARIN CAGDAS VE GUCLU TURKIYESI'NI HEP BERABER KURMAK UMUDUYLA,
[KK]
[KK] SAYGILAR,

[KK] Kubilay Kultigin

[KK] ***** VATAN SEVGISI RUHLARI KIRDEN KURTARAN EN KUVVETLI RUZGARDIR *****

In translation, as a public service:

Subject: AN ANNOUNCEMENT TO ALL PATRIOTS ON THE NET...

AN ANNONCEMENT TO ALL FRIENDS ON THE NET...

(REGARDLESS OF ""WHEREVER YOU STAND"" ON THE POLITICAL SPECTRUM)

IN RECENT DAYS ARMENIAN AND GREEK POSTINGS OF THAN THE USUAL IN NUMBER AND
""EFFECTIVENESS"" ARE BEING WRITTEN BOTH ON THIS NET AND THE TALK.POLITICS.
MIDEAST AND TALK.POLITICS.SOVIET. MOST OF THESE WRITINGS CONCENTRATE ON THE
SUBJECTS OF KARABAGH, CYPRUS AND BOSNIA. DUE TO THIS FACT, IT IS QUITE USEFUL
FOR ""US ALL"" BE MORE ACTIVE AND ""NOT FEEL RELUCTANT"" TO RESPOND. 

YES, EVERYBODY HAS HIS/HER OCCUPATION...IT IS A BUSY PERIOD IN THE ACADEMIC 
YEAR. HOWEVER, [WE MUST] HAVE A RESPONSIBILTY NOT TO LEAVE THE FORUM EMPTY AND 
WATCH THE INTERESTS OF OUR COUNTRY ON THE ""IDEOLOGICAL LEVEL""...

IN THE HOPE OF BUILDING TOGETHER A MODERN AND POWERFUL TURKEY OF TOMORRROW.

REGARDS,

Kubilay Kultigin

***** THE LOVE OF THE FATHERLAND IS THE STRONGEST OF ALL WINDS CLEANSING FILTH 
OFF SOULS *****

",17,talk.politics.mideast
9222,"

The village I described was actually the closest I could come to
describing mine.  I agree there may be other villages where the civilian
population has deserted because it is too close to Israeli lines and
thus gets bombed more often.  In such villages often the only remaining 
inhabitants are guerillas and some elderly who have nowhere else to go.
But for the most part the typical South Lebanon village is more like
mine.  One where civilians and guerillas live together.  They are
often inhabiting the same house.  Many families are large, some
have members of the families involved in Hizollah, most others
are not.  That is what is so hard of South Lebanon, Israel is
not fighting an army with well drawn battle lines, but a guerilla
tyoe resistance which by definition and necessity blends with
the local populace.  Not because they are evil cowards that
use women and children as shields, but because that is the only
way one can fight a more powerful better equipped occupying army.


Hizbollah and Amal are now the main two militias.  Though
Hizbollah people tend to be more committed to resistrance
operation and better motivated by religious conviction.

  As to retaliation,

It may be a mixture of what we both say.  Sometimes Israel chooses
its targets carefully.  At other times it just sends its pilots on
sorties aimed at a town in general since it only knows that the 
attackers came from that specific village but has no further
intelligence.  On several occasions Israel retalliated against 
civilian refugee camps, even in North Lebanon, just to show
that it will not sit idly after its soldiers have been attacked.
Most of the time it directs the SLA to do the dirty work and
indiscriminately shell some Lebanese villages on the other side.
I have experienced this shelling myself on several occasions,
this is why the SLA militia is sometimes even more despised than 
Israeli troops.


I hope you are right on Israeli willingness to withdraw, but I still
contend that withdrawal would be the better course for Israel's
security, since it would reduce its  military losses, and I claim
that the Lebanese and Syrian gov'ts would be able to prevent any 
further attacks on Northern Israel.
 


Hmm...  Here we disagree on what serves Syria interests better.
I think Syria wants to have Lebanon all to itself.  It would
be willing to guarantee Northern Israel's security in return for
Israeli withdrawal.  I don't think Syria wants Israel to be
involved in its protectorate of Lebanon.  Syria is sitting at the
negotiating table because it has come to accept that and wants
to get a political resolution.  A renewal of hostilities
along the Lebanese front could put the whole ME peace negotiations
back in question.




I agree that the loss of any human life is deplorable and regrettable.
",17,talk.politics.mideast
4875,"
   This post has all the earmarks of a form program, where the user types in
   a nationality or ethnicity and it fills it in in certain places in the story. 
   If this is true, I condemn it. If it's a fabrication, then the posters have
   horrible morals and should be despised by everyone on tpm who values truth.

   Jesse

Agreed.",17,talk.politics.mideast
